"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"2504","UdeG con atención psicológica en toda la Red para la población en general","NULL","NULL","NULL","Profesionales en psicología clínica de todos los centros universitarios e instancias sumadas, atienden casos gratis a distancia","8910","NULL"
"2505","Covid-19 provocará el retroceso educativo más grande del último siglo, advierten especialistas","NULL","NULL","NULL","Fernando M. Reimers, de la Universidad de Harvad, dijo que la UdeG debe asumir el liderazgo para definir estrategias educativas posteriores a la contingencia sanitaria","8911","NULL"
"2505","Covid-19 provocará el retroceso educativo más grande del último siglo, advierten especialistas","NULL","NULL","NULL","Fernando M. Reimers, de la Universidad de Harvad, dijo que la UdeG debe asumir el liderazgo para definir estrategias educativas posteriores a la contingencia sanitaria","8912","NULL"
"2506","Reconocen a la maestría en Ergonomía del CUAAD como posgrado de calidad","NULL","NULL","NULL","Fue reconocido como Programa consolidado por parte del Conacyt","8913","NULL"
"2507","De tres a cinco años tardará la recuperación del turismo en Puerto Vallarta","NULL","NULL","NULL","Especialistas participan en webinar organizado por el Centro de Estudios Estratégicos para el Desarrollo, de la UdeG","8914","NULL"
"2507","De tres a cinco años tardará la recuperación del turismo en Puerto Vallarta","NULL","NULL","NULL","Especialistas participan en webinar organizado por el Centro de Estudios Estratégicos para el Desarrollo, de la UdeG","8915","NULL"
"2507","De tres a cinco años tardará la recuperación del turismo en Puerto Vallarta","NULL","NULL","NULL","Especialistas participan en webinar organizado por el Centro de Estudios Estratégicos para el Desarrollo, de la UdeG","8916","NULL"
"2508","Universitarios y egresados de UdeG crean ventilador a bajo costo para pacientes graves del Covid-19","NULL","NULL","NULL","Su costo es cinco veces menor que los comerciales, y podrían producir mil unidades al mes","8917","NULL"
"2509","Académicos y estudiantes del CUCEI producen y donan 5 mil caretas protectoras a personal médico","NULL","NULL","NULL","Cumplen con los requerimientos de la OMS y su calidad es superior a las que se comercializan en el mercado","8935","NULL"
"2509","Académicos y estudiantes del CUCEI producen y donan 5 mil caretas protectoras a personal médico","NULL","NULL","NULL","Cumplen con los requerimientos de la OMS y su calidad es superior a las que se comercializan en el mercado","8936","NULL"
"2510","Especialistas analizarán implicaciones emocionales del Covid-19 en niñez y adolescencia","NULL","NULL","NULL","La cita es este miércoles 13 de mayo, a las 11:00 horas, a través de Zoom y las redes oficiales de la UdeG, Canal 44 y Radio UdeG","8937","NULL"
"2510","Especialistas analizarán implicaciones emocionales del Covid-19 en niñez y adolescencia","NULL","NULL","NULL","La cita es este miércoles 13 de mayo, a las 11:00 horas, a través de Zoom y las redes oficiales de la UdeG, Canal 44 y Radio UdeG","8938","NULL"
"2510","Especialistas analizarán implicaciones emocionales del Covid-19 en niñez y adolescencia","NULL","NULL","NULL","La cita es este miércoles 13 de mayo, a las 11:00 horas, a través de Zoom y las redes oficiales de la UdeG, Canal 44 y Radio UdeG","8939","NULL"
"2513","Plantean especialistas formas de mejorar la salud emocional en niñas, niños y adolescentes","NULL","NULL","NULL","Realizan webinar sobre Covid-19 y las emociones de los menores de edad, a través de las redes sociales de UdeG","8946","NULL"
"2513","Plantean especialistas formas de mejorar la salud emocional en niñas, niños y adolescentes","NULL","NULL","NULL","Realizan webinar sobre Covid-19 y las emociones de los menores de edad, a través de las redes sociales de UdeG","8947","NULL"
"2514","Recomienda Sala de Situación en Salud por Covid-19 retorno de actividades no esenciales a partir del 1 de junio Académicos Actividades Administrativos Alumnos  ","NULL","NULL","NULL","Consideran importante que exista una fase de preparación que incluya el desarrollo de protocolos sanitarios y un retorno mínimo a las actividades no esenciales, que permita evaluar la factibilidad de un incremento escalonado","8948","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8964","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8969","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8965","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8966","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8967","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8968","NULL"
"2517","UdeG entrega 13.5 millones de pesos para despensas destinadas a estudiantes con mayor necesidad","NULL","NULL","NULL","Con ayuda del programa “Jalisco sin hambre”, del Gobierno de Jalisco, se busca entregar 60 mil despensas para combatir la desigualdad durante la contingencia","8970","NULL"
"2518","La literatura y el Covid-19, el tema del próximo webinar","NULL","NULL","NULL","La cita es este miércoles 20 de mayo, a las 11:00 horas, en las redes sociales de la UdeG, Canal 44 y Radio UdeG","8978","NULL"
"2518","La literatura y el Covid-19, el tema del próximo webinar","NULL","NULL","NULL","La cita es este miércoles 20 de mayo, a las 11:00 horas, en las redes sociales de la UdeG, Canal 44 y Radio UdeG","8975","NULL"
"2518","La literatura y el Covid-19, el tema del próximo webinar","NULL","NULL","NULL","La cita es este miércoles 20 de mayo, a las 11:00 horas, en las redes sociales de la UdeG, Canal 44 y Radio UdeG","8976","NULL"
"2518","La literatura y el Covid-19, el tema del próximo webinar","NULL","NULL","NULL","La cita es este miércoles 20 de mayo, a las 11:00 horas, en las redes sociales de la UdeG, Canal 44 y Radio UdeG","8977","NULL"
"2518","La literatura y el Covid-19, el tema del próximo webinar","NULL","NULL","NULL","La cita es este miércoles 20 de mayo, a las 11:00 horas, en las redes sociales de la UdeG, Canal 44 y Radio UdeG","8979","NULL"
"2519","Ante el Covid-19, prácticas lectoras no deben limitarse a redes sociales","NULL","NULL","NULL","Académico de la maestría en Literacidad recomienda ser más críticos por la persistencia de fake news","8983","NULL"
"2520","Aislamiento, una fuente de inspiración para la creación literaria","NULL","NULL","NULL","Escritores participan en webinar “Covid-19 y la literatura”, a través de los medios de la UdeG","8984","NULL"
"2520","Aislamiento, una fuente de inspiración para la creación literaria","NULL","NULL","NULL","Escritores participan en webinar “Covid-19 y la literatura”, a través de los medios de la UdeG","8985","NULL"
"2521","UdeG es parte de un Innovador Programa con la Universidad Estatal de Arizona para beneficiar a “dreamers”","NULL","NULL","NULL","Estudiantes como los denominados “dreamers”, y otros en situación económica vulnerable, podrán disminuir los costos financieros de la educación superior en Estados Unidos","9007","NULL"
"2522","SEMS reúne más de 9 mil despensas para familias vulnerables en Jalisco","NULL","NULL","NULL","Tras la campaña “Ayuda a que otros se queden en casa”, personal del SEMS recabó 5.4 millones de pesos que la UdeG destinó al programa “Jalisco sin Hambre”","9008","NULL"
"2523","Realizarán el webinar “Covid kids: salud y nutrición de los niños en tiempos de pandemia”","NULL","NULL","NULL","NULL","9010","NULL"
"2524","Analizan condiciones de salud de menores de edad durante aislamiento social ","NULL","NULL","NULL","Especialistas del HCG participan en el webinar “Covid-kids: salud y nutrición de los niños en tiempos de pandemia”","9015","NULL"
"2525","Arquitectura hospitalaria, importante para mejorar procesos de curación","NULL","NULL","NULL","El Covid-19 ha puesto de manifiesto la necesidad de que los hospitales cuenten con ventilación, iluminación y muros para dividir áreas","9016","NULL"
"2526","Recomienda la Sala de Situación de Salud por Covid 19 permanecer con la disciplina y estar en casa al menos 15 días","NULL","NULL","NULL","Relajamiento de aislamiento en AMG desde hace dos semanas ha propiciado mayores contagios y muertes por Covid-19, afirma Rector General de UdeG","9017","NULL"
"2526","Recomienda la Sala de Situación de Salud por Covid 19 permanecer con la disciplina y estar en casa al menos 15 días","NULL","NULL","NULL","Relajamiento de aislamiento en AMG desde hace dos semanas ha propiciado mayores contagios y muertes por Covid-19, afirma Rector General de UdeG","9018","NULL"
"2527","Estudiantes de bachillerato y licenciatura de la UdeG que requieran una despensa pueden solicitarla vía “call center”","NULL","NULL","NULL","Repartirán 60 mil apoyos, en 190 puntos, distribuidos en planteles de la Red Universitaria","9020","NULL"
"2527","Estudiantes de bachillerato y licenciatura de la UdeG que requieran una despensa pueden solicitarla vía “call center”","NULL","NULL","NULL","Repartirán 60 mil apoyos, en 190 puntos, distribuidos en planteles de la Red Universitaria","9021","NULL"
"2527","Estudiantes de bachillerato y licenciatura de la UdeG que requieran una despensa pueden solicitarla vía “call center”","NULL","NULL","NULL","Repartirán 60 mil apoyos, en 190 puntos, distribuidos en planteles de la Red Universitaria","9022","NULL"
